Advisors,Social,GitHub,1h,7d,90d,24h Vol BTC,45d,Avg. volume,MC #,30d,Coin,Symbol,24h,Product,Total Supply,Team,Business,Age (mo),Price,200d,14d,Winning months,Max. Supply,24h Vol,BTC,Name,Communication,Mkt. Cap,MCAP BTC,Circ. Supply,Brand/Buzz
,66.0,30.0,1.07,-26.51,-87.91,18.28,-80.84,61430.0,681.0,-74.97,96.0,GIN,3.34,30.0,6093049.0,62.0,100.0,8.0,0.2971,-96.23,-63.97,8.0,,18.28,3.751e-05,GINcoin,70.0,1.81,1.81,6.093,
36.0,64.0,,-0.23,13.43,-64.04,1.47,-50.32,696.0,628.0,-47.27,68.0,LIF,4.18,50.0,24976439.0,62.0,100.0,6.0,0.1051,-64.04,-33.68,6.0,,1.47,1.327e-05,Winding Tree,80.0,2.25,2.25,21.358,50.0
45.0,65.0,,0.88,18.85,-74.72,2.3,-34.66,20957.0,1033.0,10.09,74.0,ADH,29.45,35.0,392000000.0,62.0,100.0,10.0,0.0027,-95.76,-4.41,10.0,,2.3,3.5e-07,AdHIve,5.0,359.56,359.56,131.377,100.0
46.0,43.0,80.0,3.25,-35.17,-63.3,44.21,-48.27,12658.0,543.0,-45.09,90.0,XCP,-0.4,50.0,2615665.0,61.95,70.0,60.0,1.3,-84.01,-36.54,60.0,,44.21,0.00016369,Counterparty,75.0,3.39,3.39,2.616,0.0
86.0,52.0,80.0,-0.22,47.0,-79.45,24.92,-65.0,2648.0,1273.0,-31.14,66.0,LDC,3.01,10.0,2627412706.0,61.95,100.0,11.0,0.0001,-96.37,-16.42,11.0,,24.92,2e-08,Leadcoin,55.0,103.16,103.16,784.4,100.0
0.0,55.0,80.0,0.92,-16.27,-85.23,7.06,-68.79,8462.0,707.0,-52.2,88.0,BITG,17.77,50.0,7054013.0,61.85,100.0,11.0,0.2315,-91.51,-37.26,11.0,21000000.0,7.06,6.705e-05,Bitcoin Green,25.0,1.63,1.63,7.054,0.0
28.0,67.0,,-1.84,8.66,-2.47,25.45,101.95,1204.0,560.0,58.86,70.0,ADS,-9.1,30.0,38758206.0,61.85,100.0,18.0,0.1001,-9.41,-2.08,18.0,,25.45,1.264e-05,Adshares,95.0,3.04,3.04,30.315,0.0
59.0,61.0,,-0.38,-16.93,-87.87,26.93,-75.32,17271.0,1010.0,-67.68,91.0,GBX,-0.16,60.0,4466723.0,61.85,100.0,15.0,0.1074,-95.18,-45.47,15.0,31800000.0,26.93,1.356e-05,GoByte,5.0,391.18,391.18,3.642,50.0
56.0,65.0,,1.65,23.07,-18.51,25.91,6.69,33428.0,816.0,69.93,53.0,PKT,0.72,40.0,19893268.0,61.85,70.0,14.0,0.0739,-81.77,137.87,14.0,,25.91,9.33e-06,Playkey,55.0,1.03,1.03,13.922,100.0
,52.0,55.0,-0.13,47.75,-11.46,1.02,78.48,5222.0,973.0,47.97,90.0,AUX,5.61,30.0,300000000.0,61.85,100.0,4.0,0.0044,-11.46,32.02,4.0,300000000.0,1.02,5.5e-07,Auxilium,95.0,465.07,465.07,106.78,
43.0,66.0,75.0,-1.7,46.67,-34.37,2.89,42.14,327077.0,351.0,21.77,58.0,CPC,2.84,50.0,999999999.0,61.8,100.0,12.0,0.021,-69.04,47.31,12.0,,2.89,2.66e-06,CPChain,55.0,7.93,7.93,376.766,0.0
63.0,48.0,90.0,-0.39,-3.73,-22.59,4.97,33.43,2488.0,544.0,36.58,65.0,GRC,-7.07,50.0,418181311.0,61.8,100.0,47.0,0.0081,-73.13,81.59,47.0,,4.97,1.02e-06,GridCoin,55.0,3.39,3.39,418.181,0.0
41.0,70.0,,0.13,10.97,-62.2,139.15,13.76,158550.0,678.0,10.27,58.0,HMQ,-4.59,60.0,206618753.0,61.8,100.0,21.0,0.01,-84.85,5.29,21.0,920952070.0,139.15,1.26e-06,Humaniq,25.0,1.85,1.85,185.287,75.0
25.0,70.0,,-0.76,122.81,-45.56,29.79,-36.33,34849.0,775.0,-48.46,90.0,OWN,3.98,35.0,110000000000.0,61.7,100.0,6.0,0.0001,-45.56,33.27,6.0,,29.79,1e-08,OWNDATA,5.0,1.21,1.21,11.0,100.0
21.0,79.0,,3.13,14.66,6.06,1.17,6.06,3015044.0,419.0,-37.08,47.0,MXC,7.22,40.0,2664965800.0,61.65,100.0,2.0,0.0071,,-28.46,2.0,,1.17,9e-07,Machine Xchange Coin,90.0,5.71,5.71,799.49,75.0
46.0,51.0,50.0,-0.38,-42.45,-68.47,34.42,-53.23,14433.0,526.0,-45.89,90.0,PAC,2.44,80.0,6873917844.0,61.65,100.0,39.0,0.0005,-88.18,-28.18,39.0,100000000000.0,34.42,7e-08,Paccoin,25.0,3.59,3.59,6.823,25.0
63.0,63.0,40.0,0.58,20.3,-83.14,73.28,-72.32,2694.0,671.0,-72.5,68.0,BCI,1.62,100.0,18326892.0,61.65,100.0,9.0,0.1036,-94.95,-59.15,9.0,22300000.0,73.28,1.308e-05,Bitcoin Interest,40.0,1.9,1.9,18.327,0.0
46.0,76.0,,-0.14,-22.55,-23.92,4.55,2.71,412.0,291.0,19.92,53.0,UTT,-8.55,45.0,69403131.0,61.6,100.0,13.0,0.2928,-56.91,36.93,13.0,,4.55,3.697e-05,United Traders Token,95.0,10.95,10.95,37.407,0.0
53.0,73.0,,-0.94,10.14,-55.77,2.06,38.64,503655.0,288.0,47.36,73.0,PRO,-1.58,30.0,100000000.0,61.6,100.0,17.0,0.1953,-55.77,71.41,17.0,,2.06,2.465e-05,Propy,0.0,11.13,11.13,57.006,50.0
38.0,52.0,,-0.44,0.26,-23.04,63.88,-8.99,55835.0,829.0,12.5,61.0,TGAME,9.12,30.0,101945017.0,61.55,100.0,7.0,0.0113,-64.85,28.04,7.0,,63.88,1.43e-06,Truegame,95.0,937.14,937.14,82.575,100.0
37.0,61.0,,-0.28,29.86,-74.24,518.97,-45.85,261.0,1158.0,-67.96,80.0,CAT,29.86,70.0,9200151.0,61.55,100.0,18.0,0.0249,-89.74,-72.26,18.0,,518.97,3.15e-06,Blockcat,55.0,183.6,183.6,7.36,0.0
83.0,70.0,30.0,1.24,25.89,-35.13,1.07,47.52,4366632.0,403.0,59.55,78.0,LUN,4.13,50.0,2703356.0,61.5,100.0,21.0,2.66,-65.06,-0.77,21.0,,1.07,0.00033553,Lunyr,5.0,6.11,6.11,2.298,100.0
86.0,51.0,45.0,1.33,81.05,-6.13,168.7,79.95,68499.0,614.0,50.49,88.0,NOTE,1.4,50.0,155043262.0,61.45,100.0,59.0,0.0175,-68.24,69.79,59.0,,168.7,2.21e-06,DNotes,95.0,2.36,2.36,135.043,0.0
75.0,54.0,,-0.12,64.44,18.08,3.42,78.03,2652.0,1627.0,53.45,75.0,IHF,-5.52,25.0,122852180.0,61.45,100.0,5.0,0.043,18.08,138.45,5.0,,3.42,5.43e-06,Invictus Hyperion Fund,100.0,0.0,0.0,0.0,0.0
86.0,66.0,10.0,-1.33,49.6,-43.87,51.36,-24.21,31123.0,460.0,-24.04,86.0,SPD,20.91,80.0,10000000000.0,61.35,100.0,8.0,0.0015,-78.85,80.65,8.0,,51.36,1.9e-07,SPINDLE,5.0,4.72,4.72,3.15,100.0
,40.0,80.0,-1.64,28.94,-30.5,19.09,-11.51,6591.0,527.0,18.09,83.0,XMY,-3.16,50.0,1667636750.0,61.35,70.0,59.0,0.0022,-48.16,46.21,59.0,2000000000.0,19.09,2.7e-07,Myriad,5.0,3.59,3.59,1.668,
,44.0,80.0,19.42,-11.08,-51.65,110.65,-20.6,106078.0,1631.0,-23.6,93.0,UBTC,22.0,10.0,21000000.0,61.35,100.0,14.0,1.83,-65.72,-4.73,14.0,21000000.0,110.65,0.00023109,United Bitcoin,5.0,0.0,0.0,0.0,
0.0,90.0,,0.28,-0.39,-0.04,294.82,-0.49,21200727.0,28.0,-0.68,80.0,USDC,0.43,30.0,355815672.0,61.3,100.0,4.0,1.0,-0.04,-0.6,4.0,,294.82,0.00012657,USD//Coin,0.0,356.18,356.18,355.284,0.0
83.0,84.0,20.0,0.71,16.89,-83.86,12.09,-43.71,3615587.0,165.0,-36.86,66.0,MITH,-4.28,50.0,1000000000.0,61.3,100.0,10.0,0.0419,-93.45,-14.72,10.0,,12.09,5.28e-06,Mithril,25.0,23.83,23.83,569.317,75.0
57.0,52.0,,-0.04,11.44,84.98,47.51,278.43,14810.0,347.0,196.94,85.0,GEN,5.34,50.0,60000000.0,61.3,100.0,9.0,0.1972,13.25,134.0,9.0,,47.51,2.49e-05,DAOstack,25.0,8.14,8.14,41.255,75.0
65.0,51.0,,-0.23,140.44,145.25,315.65,211.78,81.0,1625.0,223.58,83.0,WYS,57.67,25.0,102340100.0,61.3,100.0,7.0,0.0261,145.25,251.24,7.0,,315.65,3.3e-06,wys Token,45.0,0.0,0.0,0.0,100.0
68.0,40.0,,0.04,4.33,-61.5,117.08,17.04,52765.0,499.0,24.25,78.0,UKG,-11.96,50.0,1000000000.0,61.25,100.0,15.0,0.028,-69.08,-17.0,15.0,,117.08,3.54e-06,Unikoin Gold,80.0,4.02,4.02,143.322,75.0
42.0,70.0,,12.38,350.96,1887.0,88.99,3987.0,24574.0,91.0,407.94,75.0,CCCX,21.79,30.0,5000000000.0,61.25,100.0,7.0,0.0156,172.3,485.45,7.0,,88.99,1.97e-06,Clipper Coin,0.0,58.84,58.84,3.776,75.0
86.0,51.0,50.0,1.01,8.81,9.12,334.63,51.35,38969.0,514.0,54.3,88.0,VRC,9.58,80.0,31707592.0,61.25,100.0,57.0,0.1208,-61.74,79.88,57.0,,334.63,1.526e-05,VeriCoin,5.0,3.83,3.83,31.708,0.0
42.0,70.0,,0.04,3.13,-43.96,877.8,24.74,263254.0,553.0,77.78,73.0,YEE,0.69,20.0,10000000000.0,61.25,100.0,13.0,0.0023,-81.81,92.69,13.0,,877.8,3e-07,Yee,50.0,3.2,3.2,1.365,75.0
41.0,67.0,,-3.46,6.61,-53.6,405.79,67.75,224489.0,651.0,72.57,60.0,RTE,-4.8,40.0,1000000000.0,61.25,100.0,7.0,0.0023,-87.0,114.99,7.0,,405.79,2.9e-07,Rate3,70.0,2.04,2.04,889.382,75.0
73.0,83.0,,0.34,8.59,-68.17,350.96,-37.47,561707.0,306.0,-34.84,38.0,TEN,-0.39,35.0,200000000.0,61.15,100.0,11.0,0.0505,-77.81,-34.55,11.0,,350.96,6.37e-06,Tokenomy,25.0,10.09,10.09,200.0,75.0
0.0,66.0,60.0,0.94,36.44,-24.75,7.45,3.06,6720.0,583.0,59.92,88.0,XP,0.99,50.0,309319900100.0,61.15,100.0,29.0,9.93e-06,-83.83,58.81,29.0,,7.45,0.0,Experience Points,25.0,2.73,2.73,274.517,0.0
40.0,70.0,,0.03,15.32,-14.88,699.69,13.39,181744.0,539.0,15.29,46.0,UBT,-0.2,30.0,150000000.0,61.15,100.0,9.0,0.0243,-28.6,91.93,9.0,,699.69,3.07e-06,Unibright,95.0,3.43,3.43,140.984,100.0
83.0,66.0,0.0,-0.45,-4.28,-56.49,8.66,-28.71,17406.0,561.0,-35.56,78.0,AURA,-3.78,80.0,1000000000.0,61.1,100.0,13.0,0.0197,-86.14,-1.95,13.0,1000000000.0,8.66,5.71e-06,Aurora DAO,75.0,3.01,3.01,152.73,100.0
29.0,67.0,,0.0,8.23,-87.33,0.0,-52.51,885.0,975.0,-58.55,92.0,HLM,-1.2,30.0,10513862.0,61.1,100.0,4.0,0.0451,-87.33,-52.92,4.0,,0.0,5.7e-06,Helium,20.0,458.83,458.83,10.165,100.0
70.0,39.0,,-1.3,11.99,107.43,69.39,127.61,3145.0,1620.0,166.69,86.0,CEL,-5.94,55.0,700000000.0,61.1,100.0,9.0,0.1149,107.43,243.06,9.0,,69.39,1.45e-05,Celsius,95.0,0.0,0.0,0.0,50.0
49.0,65.0,,-0.77,9.75,-91.08,308.34,-55.18,378689.0,1121.0,-13.08,51.0,BOB,-1.88,45.0,360000000.0,61.05,100.0,7.0,0.003,-83.65,-15.33,7.0,,308.34,3.7e-07,Bob's Repair,50.0,231.62,231.62,78.286,100.0
63.0,40.0,80.0,-0.11,-7.69,-23.23,37.21,27.32,12795.0,205.0,29.95,68.0,WGR,-2.76,50.0,204030690.0,61.0,100.0,19.0,0.095,-23.23,53.32,19.0,,37.21,1.199e-05,Wagerr,95.0,17.35,17.35,182.651,25.0
,42.0,70.0,-0.9,47.89,-33.23,66.75,-0.1,201434.0,749.0,4.79,98.0,BTCZ,8.2,30.0,4383558412.0,61.0,70.0,16.0,0.0003,-81.92,26.53,16.0,21000000000.0,66.75,4e-08,BitcoinZ,0.0,1.33,1.33,4.384,
45.0,70.0,,0.15,12.76,-35.2,22.68,33.3,6138.0,513.0,34.86,53.0,CV,14.2,50.0,9898432613.0,60.95,100.0,12.0,0.0005,-67.1,70.6,12.0,9904435614.0,22.68,6e-08,carVertical,5.0,3.83,3.83,7.714,100.0
63.0,62.0,,-2.71,34.7,-43.12,765.5,-28.48,1085.0,1049.0,-24.8,53.0,MNTP,7.03,45.0,10000000.0,60.95,100.0,12.0,0.1755,-54.21,-18.94,12.0,,765.5,2.216e-05,GoldMint,50.0,336.12,336.12,1.915,100.0
44.0,65.0,,-0.04,-13.13,-73.59,80.08,-63.03,143659.0,444.0,-55.32,67.0,AMO,-1.43,25.0,19679012762.0,60.9,100.0,5.0,0.0006,-73.59,-31.26,5.0,,80.08,7e-08,AMO Coin,55.0,5.12,5.12,8.972,100.0
45.0,75.0,,0.25,8.48,-8.22,29.1,8.17,30386.0,368.0,-0.83,48.0,MWAT,1.48,35.0,500000000.0,60.8,100.0,12.0,0.0159,-28.47,3.94,12.0,500000000.0,29.1,2.01e-06,Restart Energy,5.0,7.21,7.21,452.75,100.0
43.0,74.0,60.0,1.86,14.22,-25.67,512.05,95.05,261501.0,259.0,124.71,63.0,MDS,-6.3,10.0,2000000000.0,60.8,100.0,14.0,0.0119,-75.01,78.44,14.0,,512.05,1.5e-06,MediShares,55.0,12.72,12.72,1.068,75.0
86.0,82.0,5.0,-1.04,19.16,-31.82,144.94,13.05,903220.0,187.0,9.71,78.0,SLT,5.49,50.0,7186785.0,60.75,100.0,12.0,3.88,79.74,34.38,12.0,,144.94,0.00049039,Smartlands,75.0,19.81,19.81,5.101,25.0
46.0,64.0,,-0.25,7.64,6.17,3.15,-15.4,116.0,757.0,-45.34,88.0,FLUZ,-8.78,0.0,204780000.0,60.75,100.0,11.0,0.0063,-80.51,-32.11,11.0,,3.15,7.9e-07,Fluz Fluz,5.0,1.29,1.29,204.78,100.0
29.0,58.0,,-0.14,-36.44,-62.59,102.49,-72.27,284.0,1350.0,-61.54,88.0,VIU,1.14,35.0,1000000000.0,60.75,100.0,15.0,7.753e-05,-96.21,-48.3,15.0,,102.49,1e-08,Viuly,0.0,59.84,59.84,771.906,100.0
83.0,70.0,10.0,-0.62,27.2,-25.86,410.48,22.04,119187.0,236.0,43.4,70.0,NOAH,2.52,80.0,91584000000.0,60.7,100.0,11.0,0.0004,-79.06,92.37,11.0,,410.48,6e-08,Noah Coin,95.0,14.59,14.59,32.688,25.0
28.0,76.0,,-1.26,3.22,-41.85,4.37,67.37,3014223.0,457.0,62.89,77.0,INK,-0.6,70.0,1000000000.0,60.7,100.0,15.0,0.0102,-82.98,51.4,15.0,1000000000.0,4.37,1.29e-06,Ink,0.0,4.74,4.74,463.911,0.0
86.0,39.0,80.0,-6.7,10.01,-78.72,1.89,-16.58,11736.0,914.0,-20.26,98.0,LTHN,1.88,10.0,716510791.0,60.7,100.0,15.0,0.001,-59.87,-7.4,15.0,999481516.0,1.89,1.3e-07,Lethean,20.0,664.1,664.1,646.511,50.0
51.0,49.0,,20.04,14.12,58.07,203.72,38.86,20.0,1634.0,33.42,78.0,SJCX,-11.37,80.0,500000000.0,60.7,100.0,54.0,0.1456,-76.48,35.35,54.0,,203.72,1.839e-05,Storjcoin X,100.0,0.0,0.0,0.0,50.0
78.0,70.0,,-22.59,-11.55,-35.33,8.28,20.68,16739.0,369.0,53.12,43.0,LGO,-32.56,25.0,217698062.0,60.65,100.0,11.0,0.0551,-75.3,35.0,11.0,,8.28,6.96e-06,Legolas Exchange,50.0,7.21,7.21,130.853,100.0
86.0,66.0,0.0,1.02,38.15,24.01,195.22,90.97,162630.0,281.0,13.9,75.0,DX,4.66,80.0,100000000000.0,60.65,100.0,6.0,0.0003,24.01,48.66,6.0,,195.22,4e-08,DxChain Token,75.0,11.29,11.29,36.325,100.0
32.0,70.0,,16.86,-4.2,-64.03,135.14,-64.03,58585.0,785.0,-64.38,76.0,PXG,-4.57,10.0,1000000000.0,60.65,100.0,2.0,0.0015,,-64.69,2.0,,135.14,1.9e-07,PlayGame,95.0,1.14,1.14,742.858,50.0
,37.0,70.0,-8.48,102.8,10.94,283.98,78.53,136.0,531.0,79.72,90.0,MINT,-7.72,50.0,24947260808.0,60.65,100.0,60.0,0.0001,-3.75,294.62,60.0,,283.98,2e-08,Mintcoin,5.0,3.56,3.56,24.947,
,51.0,50.0,-1.0,100.58,6.57,472.83,81.09,90506.0,596.0,57.7,78.0,OK,-0.16,80.0,74570073.0,60.65,70.0,50.0,0.0341,-47.39,73.55,50.0,105000000.0,472.83,4.3e-06,OKCash,5.0,2.54,2.54,74.57,
32.0,62.0,,0.0,60.81,-33.68,0.0,-18.87,447.0,799.0,-12.94,80.0,REAL,3.74,60.0,19717288.0,60.65,70.0,16.0,0.1094,-61.84,-0.63,16.0,,0.0,1.381e-05,REAL,55.0,1.1,1.1,10.056,50.0
,39.0,80.0,0.32,10.94,-62.46,1.33,-25.4,1147.0,925.0,-18.96,96.0,RYO,-4.91,10.0,11454452.0,60.65,100.0,6.0,0.0561,-62.46,-1.86,6.0,88188888.0,1.33,7.08e-06,Ryo Currency,20.0,636.2,636.2,11.337,
65.0,67.0,,-2.98,25.18,-50.05,138.05,48.98,19023.0,804.0,44.92,62.0,COFI,-2.21,60.0,300000000.0,60.6,100.0,12.0,0.0056,-72.35,48.32,12.0,,138.05,7e-07,CoinFi,0.0,1.08,1.08,194.107,100.0
100.0,82.0,40.0,0.04,24.69,-58.07,12.44,11.94,1651349.0,142.0,32.13,51.0,MFT,-6.62,50.0,10000000000.0,60.55,100.0,7.0,0.004,-73.08,30.65,7.0,,12.44,5e-07,Mainframe,45.0,30.2,30.2,7.632,0.0
58.0,67.0,,-0.12,-6.39,-64.21,12.37,31.02,1270.0,547.0,96.19,41.0,BWT,4.68,30.0,338600000.0,60.55,100.0,8.0,0.0111,-68.44,17.6,8.0,,12.37,1.4e-06,Bittwatt,45.0,3.32,3.32,300.419,100.0
73.0,62.0,,-0.5,2.95,,8.22,,3510924.0,332.0,-52.36,75.0,BEAM,4.79,70.0,18775200.0,60.5,70.0,1.0,0.4866,,-52.36,1.0,262800000.0,8.22,6.144e-05,Beam,25.0,9.14,9.14,18.775,25.0
83.0,55.0,25.0,-6.06,-20.49,-84.92,2.27,-63.01,109625.0,1260.0,-52.97,78.0,NAVI,9.16,50.0,1000000000.0,60.5,100.0,8.0,0.0005,-93.13,-54.75,8.0,,2.27,6e-08,Naviaddress,95.0,114.86,114.86,242.551,100.0
53.0,67.0,,-1.23,6.68,-15.81,24.91,72.47,5065.0,204.0,71.81,49.0,TKN,6.57,35.0,39406760.0,60.45,100.0,21.0,0.5751,-15.81,166.05,21.0,,24.91,7.26e-05,TokenCard,70.0,17.39,17.39,30.246,50.0
59.0,70.0,,0.63,27.88,15.24,120.55,6.23,82941.0,414.0,4.96,78.0,NPX,11.07,35.0,29800000.0,60.45,100.0,11.0,0.2671,3.08,25.53,11.0,,120.55,3.372e-05,Napoleon X,30.0,5.84,5.84,21.875,0.0
32.0,55.0,,-0.44,23.05,-11.86,407.81,100.99,128825.0,397.0,105.64,87.0,NIM,8.71,70.0,4863652244.0,60.4,100.0,19.0,0.0016,-11.86,184.01,19.0,21000000000.0,407.81,2e-07,Nimiq,80.0,6.28,6.28,3.873,0.0
55.0,62.0,,-1.05,31.01,-77.62,30.86,-72.87,11527.0,1161.0,-63.32,59.0,TBX,16.21,40.0,16051590.0,60.4,100.0,12.0,0.0159,-83.32,-35.36,12.0,,30.86,2e-06,Tokenbox,5.0,180.84,180.84,11.394,75.0
86.0,79.0,5.0,-0.39,58.84,34.72,9.78,41.24,7227.0,126.0,97.74,78.0,SXDT,8.69,50.0,140270691.0,60.35,100.0,13.0,0.4481,108.66,110.02,13.0,,9.78,5.657e-05,Spectre.ai Dividend Token,25.0,36.77,36.77,82.074,100.0
45.0,65.0,,-1.31,3.31,-29.45,122.89,-3.21,258708.0,1018.0,12.1,81.0,PYLNT,-5.07,5.0,633858.0,60.35,100.0,13.0,0.9151,-69.91,35.26,13.0,,122.89,0.00011553,Pylon Network,55.0,380.23,380.23,415.51,75.0
35.0,55.0,,-0.23,57.36,-92.06,0.0,-79.27,0.0,1374.0,-77.02,88.0,WELL,-0.1,35.0,100000000.0,60.3,100.0,4.0,0.0006,-92.06,-69.95,4.0,,0.0,8e-08,WELL,5.0,52.37,52.37,87.217,50.0
57.0,60.0,,0.33,-0.69,0.41,390.53,-0.93,53156036.0,37.0,-0.41,65.0,TUSD,0.65,60.0,236436654.0,60.2,100.0,11.0,1.0,0.94,-0.64,11.0,,390.53,0.00012667,True USD,20.0,237.23,237.23,236.437,50.0
28.0,80.0,,-0.16,16.66,20.93,12.74,135.99,7087905.0,69.0,96.08,73.0,MCO,6.7,40.0,31587682.0,60.2,100.0,19.0,5.26,-22.27,135.75,19.0,,12.74,0.0006639,Crypto.com,20.0,83.06,83.06,15.794,0.0
63.0,66.0,80.0,-2.49,21.3,-2.58,498.32,19.13,81094.0,501.0,61.18,56.0,XMX,2.77,30.0,30000000000.0,60.2,70.0,8.0,0.0004,-76.77,126.47,8.0,,498.32,5e-08,XMax,5.0,4.01,4.01,10.911,75.0
61.0,59.0,,-0.16,73.17,-78.83,398.15,-58.28,271.0,1097.0,-67.65,63.0,HGT,20.36,40.0,1000000000.0,60.15,100.0,16.0,0.001,-89.58,-62.76,16.0,,398.15,1.2e-07,HelloGold,5.0,255.33,255.33,263.035,100.0
88.0,64.0,,-0.23,40.81,148.78,267.58,369.61,433.0,456.0,194.56,53.0,VZT,128.22,35.0,125000000.0,60.1,100.0,13.0,0.0553,22.44,303.3,13.0,,267.58,6.99e-06,Vezt,45.0,4.76,4.76,85.923,50.0
40.0,56.0,,-0.12,4.23,-53.88,0.73,-7.6,9.0,1101.0,-1.73,88.0,SHPING,-61.52,35.0,10000000000.0,60.1,100.0,4.0,0.0003,-53.88,11.31,4.0,,0.73,4e-08,SHPING,5.0,252.7,252.7,799.513,50.0
46.0,42.0,,-0.23,114.8,-42.71,36.81,65.44,40147.0,1638.0,43.57,77.0,WT,8.43,35.0,600000000.0,60.1,100.0,6.0,0.0018,-42.71,63.03,6.0,,36.81,2.3e-07,WeToken,95.0,0.0,0.0,0.0,100.0
83.0,70.0,30.0,0.67,15.58,-56.56,506.04,12.63,751982.0,449.0,5.11,88.0,ADT,2.92,30.0,1000000000.0,60.05,100.0,19.0,0.0067,-56.56,5.48,19.0,1000000000.0,506.04,8.5e-07,adToken,0.0,5.02,5.02,745.2,75.0
70.0,67.0,,-0.18,-11.23,-53.35,1.79,-36.32,17711.0,977.0,-31.43,68.0,BETR,-1.01,15.0,200585763.0,60.05,100.0,9.0,0.0025,-94.89,-6.79,9.0,,1.79,3.2e-07,BetterBetting,10.0,457.23,457.23,182.652,100.0
63.0,66.0,15.0,0.77,-2.85,-44.93,174.22,23.19,87022.0,494.0,36.11,90.0,SPC,6.7,50.0,1000000000.0,59.95,100.0,13.0,0.0079,-64.42,49.8,13.0,,174.22,1e-06,SpaceChain,70.0,4.09,4.09,515.924,50.0
83.0,57.0,15.0,-0.17,-28.66,-72.9,758.17,-59.64,1242.0,1078.0,-68.21,98.0,IPSX,-22.21,30.0,1714102659.0,59.9,100.0,10.0,0.0003,-88.07,-54.79,10.0,,758.17,4e-08,IP Exchange,95.0,284.41,284.41,891.582,75.0
,43.0,40.0,-1.89,-56.35,-38.2,67.85,-43.2,15920.0,417.0,-50.28,100.0,NMC,0.19,50.0,14736400.0,59.85,100.0,69.0,0.3885,-73.49,-44.98,69.0,,67.85,4.905e-05,Namecoin,80.0,5.73,5.73,14.736,
38.0,70.0,,-1.24,1.29,-67.05,140.0,8.44,225366.0,714.0,2.33,74.0,SS,-6.24,40.0,350000000.0,59.85,100.0,9.0,0.0056,-74.62,55.29,9.0,500000000.0,140.0,7e-07,Sharder,55.0,1.58,1.58,283.283,0.0
24.0,74.0,,-1.46,36.33,-21.86,6.92,52.84,6852605.0,86.0,54.33,76.0,HC,4.91,60.0,43529781.0,59.8,70.0,18.0,1.43,-74.58,28.76,18.0,84000000.0,6.92,0.0001807,HyperCash,50.0,62.31,62.31,43.53,0.0
83.0,75.0,30.0,-0.49,15.05,-55.58,3.61,-34.02,3338.0,359.0,-11.35,78.0,SAFEX,-6.31,30.0,2147483647.0,59.8,100.0,36.0,0.0048,-83.74,8.82,36.0,2147483647.0,3.61,1.4e-06,Safe Exchange Coin,25.0,7.45,7.45,1.543,50.0
54.0,44.0,,-0.41,14.49,-17.95,2.78,67.55,944543.0,345.0,65.13,73.0,VIB,2.74,55.0,200000000.0,59.8,100.0,16.0,0.044,-43.03,81.92,16.0,,2.78,5.55e-06,Viberate,40.0,8.18,8.18,186.081,75.0
65.0,70.0,,2.54,30.17,-69.23,30.41,-34.14,33355.0,766.0,-31.15,66.0,BANCA,6.94,30.0,20000000000.0,59.75,100.0,11.0,6.924e-05,-90.69,-23.02,11.0,,30.41,1e-08,Banca,0.0,1.24,1.24,17.926,75.0
25.0,70.0,,-0.39,37.24,-60.51,80.33,2.87,45698.0,661.0,32.23,80.0,MAS,22.67,15.0,500000000.0,59.75,100.0,4.0,0.0066,-60.51,73.77,4.0,,80.33,8.3e-07,MidasProtocol,5.0,1.94,1.94,295.25,25.0
47.0,75.0,,-0.04,1.83,-56.91,309.85,-56.91,231827.0,354.0,-19.39,76.0,CNUS,-3.44,20.0,2000000000.0,59.7,100.0,1.0,0.0224,,-9.66,1.0,,309.85,2.83e-06,CoinUs,55.0,7.61,7.61,340.0,25.0
71.0,74.0,,-1.28,23.57,26.97,163.67,167.32,573300.0,272.0,147.71,73.0,B2B,2.27,20.0,19822337.0,59.7,100.0,15.0,0.7111,161.71,308.11,15.0,,163.67,8.978e-05,B2BX,5.0,11.8,11.8,16.59,25.0
49.0,70.0,,-0.12,2.85,-67.73,46.2,2.25,301726.0,634.0,5.46,73.0,UP,-1.3,20.0,184638000.0,59.7,100.0,11.0,0.0149,-67.77,-29.76,11.0,,46.2,1.89e-06,UpToken,0.0,2.19,2.19,146.288,100.0
,52.0,30.0,-1.5,-6.11,39.82,16.26,90.77,7484.0,833.0,89.91,98.0,EBTC,23.11,50.0,21000000.0,59.7,100.0,15.0,0.0485,-28.03,163.41,15.0,,16.26,6.12e-06,eBitcoin,55.0,916.4,916.4,18.897,
63.0,49.0,30.0,0.62,14.67,-38.42,453.55,32.37,773.0,944.0,-1.43,98.0,BUZZ,-8.96,50.0,19999751593.0,59.7,100.0,17.0,2.787e-05,-66.25,66.54,17.0,20000000000.0,453.55,0.0,BuzzCoin,75.0,557.46,557.46,20.0,50.0
45.0,70.0,,-0.04,20.79,-49.27,5.09,-21.13,15416.0,676.0,-24.0,48.0,EBC,-2.12,30.0,10295055166.0,59.65,100.0,6.0,0.0005,-49.27,-16.09,6.0,,5.09,6e-08,EBCoin,50.0,1.87,1.87,4.055,75.0
